symbol,update_date,sales,profit,operating,real_profit
JNJ,200628.0,18336.0,11779.0,3940.0,3626.0
JCI,210331.0,5594.0,1943.0,650.0,343.0
JCI,201231.0,5341.0,1728.0,492.0,451.0
JCI,200930.0,5954.0,1975.0,583.0,441.0
JCI,200630.0,5343.0,1832.0,-65.0,-182.0
JPM,210331.0,33648.0,,,14300.0
JPM,201231.0,30516.0,,,12136.0
JPM,200930.0,30834.0,,,9443.0
JPM,200630.0,35239.0,,,4687.0
JNPR,210331.0,1074.4,615.6,-32.8,-31.1
JNPR,201231.0,1222.6,717.0,43.1,30.8
JNPR,200930.0,1138.2,657.8,125.1,145.4
JNPR,200630.0,1086.3,619.6,90.5,61.2
KSU,210331.0,706.0,493.8,253.0,153.0
KSU,201231.0,693.4,487.8,262.3,165.7
KSU,200930.0,659.6,478.6,271.5,189.8
KSU,200630.0,547.9,384.0,180.4,109.7
K,210403.0,3584.0,1171.0,472.0,368.0
K,210102.0,3464.0,1185.0,393.0,205.0
K,200926.0,3429.0,1201.0,411.0,348.0
K,200627.0,3465.0,1203.0,506.0,351.0
KEY,210331.0,1825.0,,,622.0
KEY,201231.0,1927.0,,,582.0
KEY,200930.0,1800.0,,,428.0
KEY,200630.0,1882.0,,,187.0
KEYS,210430.0,1221.0,737.0,235.0,186.0
KEYS,210131.0,1180.0,707.0,212.0,172.0
KEYS,201031.0,1220.0,756.0,278.0,217.0
KEYS,200731.0,1011.0,606.0,182.0,176.0
KMB,210331.0,4743.0,1618.0,770.0,584.0
KMB,201231.0,4836.0,1710.0,687.0,539.0
KMB,200930.0,4683.0,1697.0,692.0,472.0
KMB,200630.0,4612.0,1837.0,925.0,681.0
KIM,210331.0,282.31,193.82,94.46,137.94
KIM,201231.0,269.44,177.83,79.52,201.23
KIM,200930.0,259.79,173.78,65.34,-38.39
KIM,200630.0,528.66,363.32,173.73,837.99
KMI,210331.0,5211.0,2688.0,1886.0,1409.0
KMI,201231.0,3115.0,1723.0,980.0,607.0
KMI,200930.0,2919.0,1609.0,819.0,455.0
KMI,200630.0,2560.0,1511.0,-282.0,-637.0
KLAC,210331.0,1803.77,1094.33,672.15,567.5
KLAC,201231.0,1650.87,981.14,570.16,457.25
KLAC,200930.0,1538.62,954.92,526.39,420.57
KLAC,200630.0,1459.59,838.05,453.16,411.25
KHC,210327.0,6394.0,2198.0,1070.0,563.0
KHC,201226.0,6939.0,2506.0,1533.0,1032.0
KHC,200926.0,6441.0,2342.0,1147.0,597.0
KHC,200627.0,6648.0,2450.0,-1339.0,-1651.0
KR,210522.0,41298.0,9351.0,805.0,140.0
KR,210130.0,30737.0,7046.0,-158.0,-77.0
KR,201107.0,29723.0,6822.0,792.0,631.0
KR,200815.0,30489.0,6938.0,820.0,819.0
LB,210501.0,3024.0,1414.0,467.0,277.0
LB,210130.0,4818.0,2347.0,1273.0,860.0
LB,201031.0,3055.0,1359.0,528.0,331.0
LB,200801.0,2319.0,789.0,44.0,-49.0
LHX,210402.0,4567.0,1354.0,476.0,468.0
LHX,210101.0,4660.0,1399.0,206.0,193.0
LHX,201002.0,4463.0,1311.0,484.0,426.0
LHX,200703.0,4445.0,1270.0,296.0,283.0
LH,210331.0,4161.5,1599.0,1057.9,769.6
LH,201231.0,4489.8,1904.9,1293.2,938.3
LH,200930.0,3896.1,1559.4,1048.7,703.4
LH,200630.0,2768.8,760.5,353.6,231.6
LRCX,210328.0,3847.65,1780.13,1195.31,1071.12
LRCX,201227.0,3456.24,1603.8,1009.72,869.23
LRCX,200927.0,3177.08,1506.18,961.06,823.45
LRCX,200628.0,2791.86,1280.33,755.72,696.67
LW,210228.0,895.8,196.7,100.6,66.1
LW,201129.0,896.1,223.5,139.6,96.9
LW,200830.0,871.5,213.8,135.7,89.3
LW,200531.0,846.9,111.1,30.9,-1.6
LVS,210331.0,1196.0,468.0,-96.0,-278.0
LVS,201231.0,1146.0,424.0,-211.0,-299.0
LVS,200930.0,586.0,83.0,-610.0,-565.0
LVS,200630.0,98.0,-274.0,-922.0,-820.0
LEG,210331.0,1150.9,247.5,127.7,87.5
LEG,201231.0,1182.0,258.6,149.7,103.2
LEG,200930.0,1207.6,266.8,147.3,104.8
LEG,200630.0,845.1,146.3,22.8,-6.1
LDOS,210402.0,3315.0,467.0,308.0,205.0
LDOS,210101.0,3252.0,491.0,299.0,197.0
LDOS,201002.0,3242.0,468.0,258.0,163.0
LDOS,200703.0,2914.0,383.0,249.0,153.0
LEN,210531.0,,,,
LEN,210228.0,,,,
LEN,201130.0,,,,
LEN,200831.0,,,,
LLY,210331.0,6805.6,4927.0,1155.3,1355.3
LLY,201231.0,7440.0,5720.2,1992.1,2116.8
LLY,200930.0,5740.6,4414.2,1278.3,1208.4
LLY,200630.0,5499.4,4277.4,1196.8,1412.0
LNC,210331.0,4534.0,,340.0,225.0
LNC,201231.0,4136.0,,178.0,143.0
LNC,200930.0,5361.0,,546.0,398.0
LNC,200630.0,3517.0,,-63.0,-94.0
LIN,,,,,
LIN,,,,,
LIN,,,,,
LIN,,,,,
LYV,210331.0,290.61,156.64,-247.24,-307.19
LYV,201231.0,237.38,34.11,-388.01,-443.33
LYV,200930.0,184.02,53.27,-504.44,-528.9
LYV,200630.0,74.08,-120.47,-588.07,-567.52
LKQ,210331.0,3170.79,1293.71,371.45,265.91
LKQ,201231.0,2953.89,1169.85,267.27,181.01
LKQ,200930.0,3047.68,1198.54,296.0,193.48
LKQ,200630.0,2626.32,1011.0,180.45,118.79
LMT,210328.0,16258.0,2222.0,2182.0,1837.0
LMT,201231.0,17032.0,2241.0,2289.0,1792.0
LMT,200927.0,16495.0,2136.0,2147.0,1698.0
LMT,200628.0,16220.0,2213.0,2086.0,1626.0
L,210331.0,3626.0,,530.0,261.0
L,201231.0,3665.0,,612.0,397.0
L,200930.0,3445.0,,295.0,139.0
L,200630.0,2258.0,,-1014.0,-835.0
LOW,210430.0,24422.0,8130.0,3245.0,2321.0
LOW,210129.0,20311.0,6456.0,1524.0,978.0
LOW,201030.0,22309.0,7300.0,1115.0,692.0
LOW,200731.0,27302.0,9304.0,3957.0,2828.0
LUMN,210331.0,5029.0,2893.0,995.0,475.0
LUMN,201231.0,5125.0,2894.0,-1832.0,-2289.0
LUMN,200930.0,5167.0,2931.0,892.0,366.0
LUMN,200630.0,5192.0,2960.0,896.0,377.0
LYB,210331.0,9082.0,1404.0,1088.0,1070.0
LYB,201231.0,7937.0,1225.0,893.0,855.0
LYB,200930.0,6776.0,891.0,23.0,114.0
LYB,200630.0,5546.0,652.0,339.0,314.0
MTB,210331.0,1522.56,,,447.25
MTB,201231.0,1590.14,,,471.14
MTB,200930.0,1521.72,,,372.14
MTB,200630.0,3169.29,,,509.88
MRO,210331.0,1071.0,950.0,117.0,97.0
MRO,201231.0,829.0,692.0,-278.0,-338.0
MRO,200930.0,753.0,624.0,-242.0,-317.0
MRO,200630.0,274.0,145.0,-703.0,-750.0
MPC,210331.0,24194.0,3110.0,217.0,-242.0
MPC,201231.0,18128.0,912.0,399.0,285.0
MPC,200930.0,17547.0,874.0,-1057.0,-886.0
MPC,200630.0,34607.0,2763.0,-11580.0,-9225.0
MKTX,210331.0,195.46,185.43,103.47,80.46
MKTX,201231.0,171.35,162.42,91.7,72.93
MKTX,200930.0,164.01,155.59,87.81,67.78
MKTX,200630.0,184.79,176.2,104.14,83.85
MAR,210331.0,2316.0,348.0,84.0,-11.0
MAR,201231.0,2172.0,439.0,-128.0,-164.0
MAR,200930.0,2254.0,676.0,252.0,100.0
MAR,200331.0,4681.0,532.0,114.0,31.0
MMC,210331.0,5083.0,,1358.0,983.0
MMC,201231.0,4416.0,,571.0,374.0
MMC,200930.0,3968.0,,540.0,316.0
MMC,200630.0,4189.0,,885.0,572.0
MLM,210331.0,982.4,174.7,99.3,65.3
MLM,201231.0,1179.6,325.4,240.6,183.0
MLM,200930.0,1321.4,404.5,400.6,294.4
MLM,200630.0,1270.6,380.5,306.4,217.6
MAS,210331.0,1970.0,700.0,365.0,94.0
MAS,201231.0,1860.0,660.0,307.0,195.0
MAS,200930.0,1983.0,752.0,424.0,275.0
MAS,200630.0,1764.0,628.0,339.0,224.0
MA,210331.0,4155.0,,2197.0,1828.0
MA,201231.0,4120.0,,2058.0,1785.0
MA,200930.0,3837.0,,2105.0,1513.0
MA,200630.0,3335.0,,1707.0,1420.0
MKC,210228.0,1481.5,577.5,236.3,161.8
MKC,201130.0,1557.9,660.7,274.9,200.7
MKC,200831.0,1430.3,590.3,273.0,206.1
MKC,200531.0,1401.1,579.5,257.4,195.9
MXIM,210327.0,665.03,442.88,247.26,220.06
MXIM,201226.0,628.29,416.42,213.66,183.94
MXIM,200926.0,619.36,417.01,201.43,169.51
MXIM,200627.0,545.37,362.37,177.99,207.3
MCD,210331.0,5124.6,2668.3,2281.3,1537.2
MCD,201231.0,5313.8,2780.2,2142.9,1377.2
MCD,200930.0,5418.1,2904.7,2526.4,1762.6
MCD,200630.0,3761.5,1725.3,961.1,483.8
MCK,210331.0,59142.0,3297.0,1010.0,666.0
MCK,201231.0,62599.0,3151.0,-7362.0,-6226.0
MCK,200930.0,60808.0,3000.0,634.0,577.0
MCK,200630.0,55679.0,2700.0,678.0,444.0
MDT,210430.0,8188.0,5587.0,1607.0,1361.0
MDT,210129.0,7775.0,5190.0,1277.0,1270.0
MDT,201030.0,7647.0,4974.0,622.0,489.0
MDT,200731.0,6507.0,4029.0,673.0,487.0
MRK,210331.0,12080.0,8625.0,3014.0,3179.0
MRK,201231.0,12515.0,7026.0,-2249.0,-2094.0
MRK,200930.0,12551.0,9108.0,3116.0,2941.0
MRK,200630.0,10872.0,7738.0,3129.0,3002.0
MET,210331.0,15562.0,,519.0,358.0
MET,201231.0,19418.0,,394.0,158.0
MET,200930.0,16015.0,,1152.0,706.0
MET,200630.0,14099.0,,429.0,145.0
MTD,210331.0,804.39,471.7,185.41,149.66
MTD,201231.0,937.99,559.04,269.18,216.29
MTD,200930.0,807.36,469.61,205.81,161.77
MTD,200630.0,690.67,397.97,155.25,126.56
MGM,210331.0,1647.75,719.96,-246.69,-331.83
MGM,201231.0,1493.54,582.88,-363.57,-447.61
MGM,200930.0,1125.92,396.4,-495.18,-534.73
MGM,200630.0,289.81,-84.56,-1034.53,-857.26
MCHP,210331.0,1467.1,926.8,222.4,116.0
MCHP,201231.0,1352.1,845.8,103.5,36.2
MCHP,200930.0,1309.5,807.9,181.1,73.6
MCHP,200630.0,1309.7,798.3,191.5,123.6
MU,210304.0,6236.0,1649.0,663.0,603.0
MU,201203.0,5773.0,1736.0,866.0,803.0
MU,200903.0,6056.0,2068.0,1157.0,988.0
MU,200528.0,5438.0,1763.0,886.0,803.0
MSFT,210331.0,41706.0,28661.0,17038.0,15457.0
MSFT,201231.0,43076.0,28882.0,17895.0,15463.0
MSFT,200930.0,37154.0,26152.0,15870.0,13893.0
MSFT,200630.0,38033.0,25694.0,13386.0,11202.0
MAA,210331.0,425.0,249.6,102.43,47.19
MAA,201231.0,423.66,250.41,109.4,83.34
MAA,200930.0,423.2,240.69,100.42,59.91
MAA,200630.0,413.03,243.82,103.82,75.06
MHK,210403.0,2669.03,801.95,317.51,236.81
MHK,201231.0,2641.76,760.93,282.73,248.22
MHK,200926.0,2574.87,723.91,262.74,205.12
MHK,200627.0,2049.8,420.01,-64.56,-48.26
TAP,210331.0,1898.4,731.0,177.2,84.1
TAP,201231.0,2294.3,895.2,-1282.7,-1369.8
TAP,200930.0,2753.5,1202.5,508.3,342.8
TAP,200630.0,2503.4,1046.8,458.0,195.0
MDLZ,210331.0,7238.0,2966.0,1146.0,961.0
MDLZ,201231.0,7298.0,2872.0,964.0,1156.0
MDLZ,200930.0,6665.0,2792.0,1135.0,1119.0
MDLZ,200630.0,5911.0,2331.0,713.0,544.0
MPWR,210331.0,254.46,141.06,46.09,45.41
MPWR,201231.0,233.04,128.87,39.96,42.89
MPWR,200930.0,259.42,143.04,59.98,55.57
MPWR,200630.0,186.21,102.59,27.95,30.17
MNST,210331.0,1243.82,714.93,414.15,315.19
MNST,201231.0,1196.28,673.49,402.3,471.74
MNST,200930.0,1246.36,717.33,458.6,347.65
MNST,200630.0,1093.9,643.57,407.26,311.37
MCO,210331.0,1600.0,1207.0,853.0,736.0
MCO,201231.0,1290.0,881.0,444.0,314.0
MCO,200930.0,1356.0,992.0,642.0,467.0
MCO,200630.0,1435.0,1073.0,710.0,509.0
MS,210331.0,16128.0,14809.0,5344.0,4120.0
MS,201231.0,14014.0,12864.0,4430.0,3385.0
MS,200930.0,12227.0,10960.0,3487.0,2717.0
MS,200630.0,14172.0,12698.0,4355.0,3196.0
MOS,210331.0,2297.1,434.9,313.2,156.7
MOS,201231.0,2457.4,411.4,294.8,827.9
MOS,200930.0,2381.5,355.1,98.5,-6.2
MOS,200630.0,2044.7,257.0,85.8,47.4
MSI,210403.0,1773.0,860.0,298.0,244.0
MSI,201231.0,2273.0,1146.0,551.0,412.0
MSI,200926.0,1868.0,909.0,296.0,205.0
MSI,200627.0,1618.0,766.0,218.0,135.0
MSCI,210331.0,478.42,392.64,254.37,196.82
MSCI,201231.0,443.66,367.73,234.09,156.22
MSCI,200930.0,425.33,354.63,227.62,182.36
MSCI,200630.0,409.62,339.16,180.18,115.12
NDAQ,210331.0,1652.0,851.0,365.0,298.0
NDAQ,201231.0,1462.0,788.0,318.0,225.0
NDAQ,200930.0,1414.0,715.0,326.0,264.0
NDAQ,200630.0,1398.0,699.0,315.0,241.0
NTAP,210430.0,1555.0,1035.0,455.0,334.0
NTAP,210129.0,1470.0,975.0,258.0,182.0
NTAP,201030.0,1416.0,933.0,182.0,137.0
NTAP,200731.0,1303.0,872.0,136.0,77.0
NFLX,210331.0,7163.28,3294.77,1959.86,1706.71
NFLX,201231.0,6644.44,2750.28,954.24,542.16
NFLX,200930.0,6435.64,2844.89,1314.86,789.98
NFLX,200630.0,6148.29,2705.58,1357.93,720.2
NWL,210331.0,2288.0,731.0,192.0,89.0
NWL,201231.0,2689.0,884.0,228.0,127.0
NWL,200930.0,2699.0,914.0,363.0,304.0
NWL,200630.0,2111.0,664.0,163.0,78.0
NEM,210331.0,2872.0,1625.0,856.0,559.0
NEM,201231.0,3381.0,2026.0,920.0,824.0
NEM,200930.0,3170.0,1901.0,998.0,839.0
NEM,200630.0,2365.0,1307.0,428.0,344.0
NWSA,210331.0,2335.0,1149.0,139.0,79.0
NWSA,201231.0,2414.0,1216.0,346.0,231.0
NWSA,200930.0,2117.0,953.0,72.0,34.0
NWSA,200630.0,1923.0,950.0,-401.0,-397.0
NWS,210331.0,2335.0,1149.0,139.0,79.0
NWS,201231.0,2414.0,1216.0,346.0,231.0
NWS,200930.0,2117.0,953.0,72.0,34.0
NWS,200630.0,1923.0,950.0,-401.0,-397.0
NEE,210331.0,3726.0,,669.0,1666.0
NEE,201231.0,4395.0,,940.0,-5.0
NEE,200930.0,4785.0,,1008.0,1229.0
NEE,200630.0,4204.0,,1186.0,1275.0
NLSN,210331.0,863.0,586.0,253.0,573.0
NLSN,201231.0,1672.0,960.0,166.0,35.0
NLSN,200930.0,1563.0,900.0,174.0,7.0
NLSN,200630.0,1496.0,832.0,28.0,-30.0
NKE,210228.0,10357.0,4725.0,1672.0,1449.0
NKE,201130.0,11243.0,4877.0,1533.0,1251.0
NKE,200831.0,10594.0,4741.0,1766.0,1518.0
NKE,200531.0,6313.0,2353.0,-843.0,-790.0
NI,210331.0,1545.6,,433.2,295.5
NI,201231.0,1211.0,,218.0,84.4
NI,200930.0,902.5,,-150.6,-172.9
NI,200630.0,962.7,,91.7,-4.7
NSC,210331.0,2639.0,1382.0,1015.0,673.0
NSC,201231.0,2573.0,1352.0,984.0,671.0
NSC,200930.0,2506.0,1200.0,840.0,569.0
NSC,200630.0,2085.0,962.0,610.0,392.0
NTRS,210331.0,1584.1,1583.4,495.9,375.1
NTRS,201231.0,1522.6,1521.9,373.4,240.9
NTRS,200930.0,1482.1,1485.1,389.9,294.5
NTRS,200630.0,1506.9,1506.1,403.2,313.3
NOC,210331.0,9157.0,1740.0,2822.0,2195.0
NOC,201231.0,10212.0,2090.0,1152.0,330.0
NOC,200930.0,9083.0,1840.0,985.0,986.0
NOC,200630.0,8884.0,1826.0,994.0,1005.0
NLOK,210402.0,672.0,573.0,257.0,194.0
NLOK,210101.0,639.0,552.0,280.0,178.0
NLOK,201002.0,626.0,536.0,230.0,64.0
NLOK,200703.0,614.0,528.0,140.0,118.0
NCLH,210331.0,3.1,-197.75,-1245.27,-1370.19
NCLH,201231.0,9.58,-197.41,-602.47,-738.93
NCLH,200930.0,6.52,-183.64,-511.15,-677.37
NCLH,200630.0,16.93,-284.72,-574.25,-715.24
NOV,210331.0,1249.0,156.0,-88.0,-115.0
NOV,201231.0,1327.0,-66.0,-301.0,-347.0
NOV,200930.0,1384.0,139.0,-74.0,-55.0
NOV,200630.0,1496.0,137.0,-100.0,-93.0
NRG,210331.0,8091.0,1227.0,-56.0,-82.0
NRG,201231.0,2027.0,412.0,-24.0,-173.0
NRG,200930.0,2809.0,775.0,393.0,249.0
NRG,200630.0,2238.0,804.0,484.0,313.0
NUE,210403.0,7017.14,1622.44,1324.65,942.43
NUE,201231.0,5260.06,718.53,250.22,398.84
NUE,201003.0,4927.96,502.19,330.08,193.41
NUE,200704.0,9951.64,1007.23,418.97,129.21
NVDA,210502.0,5661.0,3629.0,1956.0,1912.0
NVDA,210131.0,5003.0,3156.0,1507.0,1457.0
NVDA,201025.0,4726.0,2960.0,1398.0,1336.0
NVDA,200726.0,3866.0,2275.0,651.0,622.0
NVR,210331.0,2045.93,468.48,325.4,248.76
NVR,201231.0,2354.64,532.52,398.54,305.0
NVR,200930.0,1995.11,459.06,333.14,256.47
NVR,200630.0,1625.31,340.82,219.36,164.07
NXPI,210404.0,2567.0,1355.0,492.0,353.0
NXPI,201231.0,2507.0,1288.0,403.0,309.0
NXPI,200927.0,2267.0,1102.0,32.0,-22.0
NXPI,200628.0,1817.0,860.0,-145.0,-214.0
ORLY,210331.0,3090.9,1640.8,691.11,501.61
ORLY,201231.0,2828.77,1472.14,534.27,392.94
ORLY,200930.0,3207.64,1680.47,725.01,527.25
ORLY,200630.0,3091.59,1637.18,736.49,531.67
OXY,210331.0,5368.0,3111.0,79.0,-146.0
OXY,201231.0,4190.0,2100.0,-511.0,-1112.0
OXY,200930.0,4129.0,2179.0,-3070.0,-3575.0
OXY,200630.0,2961.0,1172.0,-8006.0,-8131.0
ODFL,210331.0,1126.52,1002.36,269.66,199.36
ODFL,201231.0,1073.39,973.33,254.3,189.83
ODFL,200930.0,1058.17,967.9,270.24,201.87
ODFL,200630.0,896.21,820.8,199.17,147.81
OMC,210331.0,3426.9,881.9,465.4,287.8
OMC,201231.0,3757.0,928.9,614.7,398.1
OMC,200930.0,3206.5,919.4,501.4,313.3
OMC,200630.0,2800.7,769.6,62.5,-24.2
OKE,210331.0,3194.68,,664.72,386.18
OKE,201231.0,2570.58,,538.76,308.03
OKE,200930.0,2174.26,,552.63,312.32
OKE,200630.0,1660.73,,359.93,134.32
ORCL,210531.0,11227.0,9105.0,4541.0,4033.0
ORCL,210228.0,10085.0,8170.0,3878.0,5021.0
ORCL,201130.0,9800.0,7861.0,3583.0,2442.0
ORCL,200831.0,9367.0,7487.0,3211.0,2251.0
OTIS,210331.0,3408.0,1019.0,509.0,308.0
OTIS,201231.0,3493.0,1012.0,440.0,251.0
OTIS,200930.0,3268.0,979.0,454.0,266.0
OTIS,200630.0,3029.0,891.0,416.0,224.0
PCAR,210331.0,5845.5,1154.8,631.2,470.1
PCAR,201231.0,5568.6,1081.6,551.2,405.8
PCAR,200930.0,4936.0,977.7,515.7,385.5
PCAR,200630.0,3062.2,620.7,202.4,147.7
PKG,210331.0,1807.2,403.7,238.3,166.5
PKG,201231.0,1714.2,333.3,189.2,123.6
PKG,200930.0,1693.7,345.4,209.5,139.1
PKG,200630.0,1541.6,331.9,116.1,56.7
PH,210331.0,3746.33,1034.61,597.35,471.65
PH,201231.0,3411.91,906.54,576.51,447.31
PH,200930.0,3230.54,858.36,415.3,321.41
PH,200630.0,3160.6,840.85,370.57,295.72
PAYX,210228.0,1111.7,,468.6,350.5
PAYX,201130.0,983.7,,354.3,272.4
PAYX,200831.0,932.2,,284.0,211.6
PAYX,200531.0,915.1,,299.6,220.7
PAYC,210331.0,272.2,235.93,94.55,64.62
PAYC,201231.0,220.95,187.92,36.25,24.37
PAYC,200930.0,196.53,165.62,34.04,27.48
PAYC,200630.0,423.95,364.35,115.84,91.6
PYPL,210331.0,6033.0,2967.0,1042.0,1097.0
PYPL,201231.0,6116.0,2913.0,963.0,1567.0
PYPL,200930.0,5459.0,2644.0,977.0,1021.0
PYPL,200630.0,5261.0,2555.0,951.0,1530.0
PENN,210331.0,1274.9,624.0,216.5,91.0
PENN,201231.0,1027.4,520.4,118.4,11.1
PENN,200930.0,1129.7,601.5,196.2,141.9
PENN,200630.0,305.5,130.6,-165.4,-213.9
PNR,210331.0,865.9,315.2,157.1,128.6
PNR,201231.0,796.0,283.5,121.5,103.0
PNR,200930.0,798.5,277.4,128.1,110.8
PNR,200630.0,713.3,245.1,111.0,72.1
PBCT,210331.0,511.6,,,144.5
PBCT,201231.0,599.7,,,-145.3
PBCT,200930.0,537.9,,,144.6
PBCT,200630.0,547.2,,,89.9
PEP,210320.0,14820.0,8151.0,2306.0,1714.0
PEP,201226.0,22455.0,12057.0,2609.0,1845.0
PEP,200905.0,18091.0,9947.0,3010.0,2291.0
PEP,200613.0,15945.0,8877.0,2318.0,1646.0
PKI,210404.0,1307.69,785.15,467.78,379.31
PKI,210103.0,1354.61,827.07,510.25,380.36
PKI,201004.0,964.02,527.45,248.01,176.7
PKI,200705.0,811.72,447.34,175.64,137.16
PRGO,210403.0,1010.0,368.4,51.4,38.1
PRGO,201231.0,1289.5,469.2,-52.2,-175.0
PRGO,200926.0,1213.7,428.1,-115.5,-154.6
PRGO,200627.0,1219.1,434.7,117.4,60.6
PFE,210404.0,14582.0,10410.0,5517.0,4878.0
PFE,201231.0,11684.0,8797.0,177.0,594.0
PFE,200927.0,10277.0,9634.0,1559.0,2194.0
PFE,200628.0,9864.0,9569.0,2945.0,3427.0
PM,210331.0,7585.0,5311.0,3444.0,2418.0
PM,201231.0,7444.0,4872.0,2905.0,1976.0
PM,200930.0,7446.0,5030.0,3243.0,2307.0
PM,200630.0,6651.0,4472.0,2731.0,1947.0
PSX,210331.0,21627.0,1562.0,-925.0,-654.0
PSX,201231.0,16409.0,1259.0,-909.0,-539.0
PSX,200930.0,15929.0,1420.0,-1584.0,-799.0
PSX,200630.0,10913.0,1305.0,-592.0,-141.0
PNW,210331.0,696.48,,47.53,35.64
PNW,201231.0,740.96,,30.85,-19.39
PNW,200930.0,1254.5,,455.01,346.37
PNW,200630.0,929.59,,261.87,193.59
PXD,210331.0,3064.0,1444.0,587.0,-70.0
PXD,201231.0,2016.0,745.0,223.0,-30.0
PXD,200930.0,1857.0,633.0,82.0,-20.0
PXD,200630.0,1141.0,355.0,-224.0,-439.0
PNC,210331.0,4355.0,,,1816.0
PNC,201231.0,4360.0,,,1442.0
PNC,200930.0,4473.0,,,1519.0
PNC,200630.0,4404.0,,,3648.0
POOL,210331.0,1060.74,301.13,129.03,98.66
POOL,201231.0,839.26,239.09,74.35,59.17
POOL,200930.0,1139.23,328.7,148.23,119.1
POOL,200630.0,1280.85,373.48,205.86,157.56
PPG,210331.0,3881.0,1649.0,508.0,378.0
PPG,201231.0,3757.0,1617.0,376.0,272.0
PPG,200930.0,3685.0,1659.0,593.0,442.0
PPG,200630.0,3015.0,1312.0,161.0,102.0
PPL,210331.0,1498.0,,415.0,-1840.0
PPL,201231.0,1929.0,,704.0,290.0
PPL,200930.0,1885.0,,687.0,281.0
PPL,200630.0,1739.0,,595.0,344.0
PFG,210331.0,3208.5,,613.9,517.1
PFG,201231.0,3765.1,,591.6,472.6
PFG,200930.0,3310.7,,275.1,236.0
PFG,200630.0,3114.6,,498.6,398.3
PG,210331.0,18109.0,9187.0,3785.0,3269.0
PG,201231.0,19745.0,10492.0,5380.0,3854.0
PG,200930.0,19318.0,10176.0,5281.0,4277.0
PG,200630.0,17698.0,9039.0,3477.0,2800.0
PGR,210331.0,11439.6,,1924.3,1480.0
PGR,201231.0,11410.3,,2162.4,1684.3
PGR,200930.0,10942.5,,1979.9,1530.8
PGR,200630.0,10967.2,,2325.2,1790.4
PLD,210331.0,1148.32,820.98,154.48,367.35
PLD,201231.0,1111.6,820.62,309.29,281.89
PLD,200930.0,1082.77,791.49,215.12,302.69
PLD,200630.0,1266.12,952.47,458.06,406.17
PRU,210331.0,16952.0,,3414.0,2828.0
PRU,201231.0,16029.0,,900.0,819.0
PRU,200930.0,15425.0,,1447.0,1487.0
PRU,200630.0,25579.0,,-2670.0,-2680.0
PTC,210331.0,461.79,372.34,101.69,109.26
PTC,201231.0,429.05,342.22,90.34,23.52
PTC,200930.0,390.98,306.37,67.01,53.41
PTC,200627.0,351.72,272.5,63.4,34.68
PEG,210331.0,2889.0,,741.0,648.0
PEG,201231.0,2402.0,,433.0,431.0
PEG,200930.0,2370.0,,633.0,575.0
PEG,200630.0,2050.0,,407.0,451.0
PSA,210331.0,767.26,538.84,372.41,433.04
PSA,201231.0,759.04,553.52,391.56,351.27
PSA,200930.0,730.66,513.2,353.57,324.87
PSA,200630.0,709.28,483.68,325.77,314.92
PHM,210331.0,2729.79,729.85,394.05,304.11
PHM,201231.0,3192.36,808.94,523.75,438.11
PHM,200930.0,2954.96,759.91,484.17,416.4
PHM,200630.0,4888.76,1209.3,720.78,552.33
PVH,210502.0,2079.3,1229.1,197.4,99.9
PVH,210131.0,2089.8,1126.3,23.7,-57.7
PVH,201101.0,2118.1,1101.3,120.7,69.8
PVH,200802.0,1580.7,883.3,-6.3,-51.4
QRVO,210403.0,1072.73,528.48,293.07,298.74
QRVO,210102.0,1094.83,537.75,237.2,201.03
QRVO,201003.0,1060.29,491.55,221.64,136.92
QRVO,200627.0,787.45,325.79,89.91,96.92
PWR,210331.0,2703.58,372.89,113.37,89.76
PWR,201231.0,2912.18,465.87,175.62,170.05
PWR,200930.0,3020.16,507.51,241.69,162.91
PWR,200630.0,2506.23,355.26,101.98,73.95
QCOM,210328.0,7935.0,4503.0,2151.0,1762.0
QCOM,201227.0,8235.0,4746.0,2525.0,2455.0
QCOM,200927.0,8346.0,5580.0,3396.0,2960.0
QCOM,200628.0,4893.0,2813.0,770.0,845.0
DGX,210331.0,2720.0,1105.0,660.0,469.0
DGX,201231.0,3002.0,1180.0,795.0,579.0
DGX,200930.0,2786.0,1220.0,718.0,568.0
DGX,200630.0,1827.0,643.0,283.0,185.0
RL,210327.0,1287.0,809.3,-25.7,-74.1
RL,201226.0,1432.8,937.4,170.4,119.8
RL,200926.0,1193.5,794.0,-20.3,-39.1
RL,200627.0,487.5,350.0,-168.0,-127.7
RJF,210331.0,2409.0,2317.0,447.0,355.0
RJF,201231.0,2260.0,2164.0,399.0,312.0
RJF,200930.0,2121.0,2030.0,256.0,209.0
RJF,200630.0,1876.0,1787.0,198.0,172.0
RTX,210331.0,15251.0,2734.0,1013.0,753.0
RTX,201231.0,16419.0,2220.0,138.0,135.0
RTX,200930.0,14747.0,1885.0,429.0,264.0
RTX,200630.0,14061.0,2030.0,-3760.0,-3835.0
O,210331.0,442.8,414.31,94.19,95.94
O,201231.0,418.08,390.94,97.63,117.93
O,200930.0,404.57,379.16,12.62,22.9
O,200630.0,414.64,388.18,110.03,107.82
REG,210331.0,274.7,192.96,93.71,80.66
REG,201231.0,258.46,177.75,42.88,38.49
REG,200930.0,242.94,165.66,40.7,12.69
